"member_casual","start_station_name","month_name","day_of_week","popularrides"
casual,Larrabee St & Webster Ave,September,1,11
casual,Lake Shore Dr & Wellington Ave,September,3,11
casual,Michigan Ave & 14th St,September,6,11
casual,Milwaukee Ave & Grand Ave,September,7,11
casual,Sheridan Rd & Buena Ave,September,7,11
casual,Marine Dr & Ainslie St,September,7,11
casual,Field Blvd & South Water St,September,6,11
casual,Sedgwick St & North Ave,September,6,11
casual,Green St & Madison St,September,7,11
casual,Desplaines St & Kinzie St,September,3,11
casual,LaSalle Dr & Huron St,September,6,11
casual,Damen Ave & Division St,September,6,11
casual,Broadway & Waveland Ave,September,5,11
casual,Wilton Ave & Diversey Pkwy,September,5,11
casual,Orleans St & Hubbard St,September,1,11
casual,Clarendon Ave & Junior Ter,September,1,11
casual,Dearborn Pkwy & Delaware Pl,September,5,11
casual,McClurg Ct & Erie St,September,6,11
casual,Daley Center Plaza,September,2,11
casual,Halsted St & Dickens Ave,September,6,11
casual,Wells St & Hubbard St,September,5,11
casual,Clark St & Lake St,September,5,11
casual,Kedzie Ave & Milwaukee Ave,September,5,11
casual,Lake Shore Dr & Diversey Pkwy,September,5,11
casual,Rush St & Cedar St,September,5,11
casual,Green St & Madison St,September,6,11
casual,Fairbanks Ct & Grand Ave,September,5,11
casual,Ogden Ave & Chicago Ave,September,6,11
casual,Shedd Aquarium,September,5,11
casual,Cityfront Plaza Dr & Pioneer Ct,September,1,11
casual,Shedd Aquarium,September,4,11
casual,Clark St & Drummond Pl,September,2,11
casual,Franklin St & Chicago Ave,September,6,11
casual,Wood St & Milwaukee Ave,September,6,11
casual,Mies van der Rohe Way & Chestnut St,September,6,11
casual,Rush St & Superior St,September,6,11
casual,Halsted St & Wrightwood Ave,September,4,11
casual,Wells St & Hubbard St,September,3,11
casual,Federal St & Polk St,September,4,11
casual,Canal St & Adams St,September,4,11
casual,Green St & Randolph St,September,4,11
casual,Lincoln Ave & Belmont Ave,September,4,11
casual,Green St & Randolph St,September,2,11
casual,Rush St & Cedar St,September,3,11
casual,Lakefront Trail & Bryn Mawr Ave,September,2,11
casual,Racine Ave & 18th St,September,4,11
casual,Damen Ave & Thomas St (Augusta Blvd),September,4,11
casual,Ashland Ave & Blackhawk St,September,4,11
casual,Clark St & Wrightwood Ave,September,1,11
casual,Cannon Dr & Fullerton Ave,September,7,11
casual,Sheffield Ave & Waveland Ave,September,2,11
casual,Clark St & Berwyn Ave,September,2,11
casual,Sheridan Rd & Montrose Ave,September,7,11
casual,Clark St & Lake St,September,4,11
casual,Noble St & Milwaukee Ave,September,6,11
casual,Clarendon Ave & Junior Ter,September,4,11
casual,Clark St & Chicago Ave,September,4,11
casual,Wabash Ave & Roosevelt Rd,September,2,11
casual,Leavitt St & Armitage Ave,September,1,11
casual,Federal St & Polk St,September,7,11
casual,Michigan Ave & 14th St,September,4,11
casual,Clark St & Berwyn Ave,September,1,11
casual,Franklin St & Lake St,September,7,11
casual,Broadway & Cornelia Ave,September,1,11
casual,LaSalle Dr & Huron St,September,4,11
member,Broadway & Barry Ave,December,3,42
member,Broadway & Barry Ave,December,4,32
member,LaSalle St & Washington St,December,3,30
member,Broadway & Barry Ave,December,5,29
member,LaSalle St & Washington St,December,4,28
member,Broadway & Barry Ave,December,2,27
member,Loomis St & Lexington St,December,3,27
member,Michigan Ave & Lake St,December,4,26
member,Clark St & Randolph St,December,3,25
member,Loomis St & Lexington St,December,5,24
member,Broadway & Barry Ave,December,6,24
member,Broadway & Barry Ave,December,7,24
member,Green St & Madison St,December,5,23
member,Michigan Ave & Lake St,December,2,23
member,LaSalle St & Washington St,December,2,22
member,Clark St & Randolph St,December,2,22
member,LaSalle St & Washington St,December,5,22
member,Lincoln Ave & Roscoe St,December,5,21
member,Broadway & Barry Ave,December,1,20
member,LaSalle St & Jackson Blvd,December,4,20
member,Loomis St & Lexington St,December,4,20
member,LaSalle St & Jackson Blvd,December,3,20
member,Michigan Ave & Lake St,December,5,20
member,Loomis St & Lexington St,December,2,19
member,LaSalle St & Jackson Blvd,December,5,19
member,Sheffield Ave & Wellington Ave,December,4,19
member,Larrabee St & Oak St,December,4,19
member,Burnham Harbor,December,1,19
member,Larrabee St & Oak St,December,2,19
member,Clark St & Randolph St,December,4,19
member,Halsted St & Polk St,December,3,18
member,Green St & Madison St,December,7,18
member,Green St & Madison St,December,6,18
member,Broadway & Wilson Ave,December,1,17
member,McClurg Ct & Erie St,December,3,17
member,Clark St & Randolph St,December,5,17
member,Green St & Madison St,December,1,17
member,Ravenswood Ave & Lawrence Ave,December,4,16
member,Clark St & Elm St,December,3,16
member,McClurg Ct & Erie St,December,4,16
member,Green St & Madison St,December,3,16
member,Daley Center Plaza,December,3,16
member,Wacker Dr & Washington St,December,5,16
member,Daley Center Plaza,December,5,15
member,Sheffield Ave & Wellington Ave,December,3,15
member,Mies van der Rohe Way & Chestnut St,December,2,15
member,Michigan Ave & Lake St,December,3,15
member,Larrabee St & Oak St,December,3,15
member,Ada St & Washington Blvd,December,3,15
member,Clark St & Elm St,December,6,15
member,LaSalle St & Washington St,December,6,15
member,Daley Center Plaza,December,4,14
member,McClurg Ct & Erie St,December,2,14
member,LaSalle St & Jackson Blvd,December,6,14
member,Clark St & Winnemac Ave,December,3,14
member,Wacker Dr & Washington St,December,3,14
member,Halsted St & Polk St,December,4,14
member,Broadway & Wilson Ave,December,5,14
member,Sheffield Ave & Wellington Ave,December,2,13
member,Mies van der Rohe Way & Chestnut St,December,4,13
member,Throop St & Taylor St,December,4,13
member,Michigan Ave & Lake St,December,1,13
member,Wacker Dr & Washington St,December,6,13
member,Ada St & Washington Blvd,December,4,13
member,Loomis St & Lexington St,December,6,13
member,Loomis St & Lexington St,December,1,13
member,Clark St & Elm St,December,2,13
member,Sheffield Ave & Wellington Ave,December,5,13
member,Green St & Madison St,December,4,13
member,Damen Ave & Thomas St (Augusta Blvd),December,3,13
member,Clark St & Winnemac Ave,December,5,13
member,Clark St & Elm St,December,4,13
member,Daley Center Plaza,December,2,12
member,Paulina St & Flournoy St,December,2,12
member,LaSalle St & Jackson Blvd,December,2,12
member,Western Ave & Leland Ave,December,4,12
member,Clark St & Lake St,December,4,12
member,Desplaines St & Kinzie St,December,4,12
member,Throop St & Taylor St,December,3,12
member,Clark St & Winnemac Ave,December,1,12
member,Kingsbury St & Kinzie St,December,4,12
member,McClurg Ct & Erie St,December,5,12
member,Larrabee St & Oak St,December,5,12
member,Michigan Ave & Lake St,December,6,12
member,Halsted St & Polk St,December,6,12
member,Daley Center Plaza,December,7,12
member,Clark St & Elm St,December,7,12
member,Burnham Harbor,December,7,12
member,Wacker Dr & Washington St,December,4,11
member,Ada St & Washington Blvd,December,2,11
member,Green St & Madison St,December,2,11
member,Clark St & Lake St,December,3,11
member,Wacker Dr & Washington St,December,2,11
member,Halsted St & Polk St,December,7,11
member,Dayton St & North Ave,December,4,11
member,Mies van der Rohe Way & Chestnut St,December,1,11
member,Loomis St & Lexington St,December,7,11
member,Adler Planetarium,December,5,11
member,Larrabee St & Oak St,December,6,11
member,Kingsbury St & Kinzie St,December,6,11
member,Rush St & Hubbard St,January,5,18
member,LaSalle Dr & Huron St,January,6,12
member,University Ave & 57th St,January,4,11
member,Rush St & Hubbard St,January,2,11
member,Indiana Ave & Roosevelt Rd,January,6,11
member,Michigan Ave & 8th St,January,4,11
member,Broadway & Barry Ave,July,6,16
member,Theater on the Lake,July,5,15
member,Lakefront Trail & Bryn Mawr Ave,July,7,15
member,Mies van der Rohe Way & Chicago Ave,July,4,15
member,Clark St & Lincoln Ave,July,7,14
member,McClurg Ct & Illinois St,July,4,14
member,Lake Shore Dr & North Blvd,July,5,14
member,Kingsbury St & Erie St,July,7,14
member,Theater on the Lake,July,6,13
member,Dearborn St & Erie St,July,6,13
member,Broadway & Barry Ave,July,5,13
member,Dearborn Pkwy & Delaware Pl,July,4,13
member,Daley Center Plaza,July,2,12
member,McClurg Ct & Erie St,July,2,12
member,Burnham Harbor,July,4,12
member,Theater on the Lake,July,2,12
member,Kingsbury St & Erie St,July,5,12
member,Theater on the Lake,July,7,12
member,Clark St & Elm St,July,6,11
member,Burnham Harbor,July,6,11
member,Burnham Harbor,July,7,11
member,Halsted St & Roscoe St,July,7,11
member,Kingsbury St & Erie St,July,3,11
member,Clark St & Schiller St,July,4,11
member,St. Clair St & Erie St,July,4,11
member,Lakefront Trail & Bryn Mawr Ave,July,4,11
member,Clark St & Wrightwood Ave,July,3,11
member,Lake Shore Dr & Wellington Ave,July,4,11
member,Southport Ave & Waveland Ave,July,5,11
member,Wells St & Concord Ln,July,5,11
member,Adler Planetarium,July,1,11
member,Pine Grove Ave & Waveland Ave,July,5,11
member,Dearborn Pkwy & Delaware Pl,July,5,11
member,Broadway & Waveland Ave,July,5,11
member,Lake Shore Dr & Wellington Ave,July,6,11
member,Racine Ave & Fullerton Ave,June,5,19
member,Lake Shore Dr & Diversey Pkwy,June,1,18
member,Racine Ave & Fullerton Ave,June,6,15
member,Lake Shore Dr & Diversey Pkwy,June,5,14
member,Wells St & Concord Ln,June,1,13
member,Racine Ave & Fullerton Ave,June,1,13
member,Wells St & Evergreen Ave,June,5,12
member,Wells St & Evergreen Ave,June,2,12
member,Wells St & Evergreen Ave,June,4,12
member,Racine Ave & Fullerton Ave,June,4,11
member,Sheffield Ave & Wellington Ave,June,5,11
member,Lake Shore Dr & Diversey Pkwy,June,3,11
member,Lakefront Trail & Bryn Mawr Ave,June,5,11
member,Theater on the Lake,June,5,11
member,Larrabee St & Webster Ave,June,1,11
member,Lake Shore Dr & Wellington Ave,June,1,11
member,Dearborn Pkwy & Delaware Pl,June,1,11
member,Lake Shore Dr & Wellington Ave,June,6,11
member,Lake Shore Dr & Diversey Pkwy,June,7,11
member,Rush St & Hubbard St,June,3,11
member,Wabash Ave & Grand Ave,May,4,29
member,Wabash Ave & Grand Ave,May,5,25
member,Wabash Ave & Grand Ave,May,6,25
member,Green St & Randolph St,May,7,22
member,Wabash Ave & Grand Ave,May,2,16
member,Dearborn St & Erie St,May,6,15
member,Wabash Ave & Grand Ave,May,3,15
member,Wabash Ave & Grand Ave,May,7,14
member,Dearborn St & Erie St,May,5,13
member,Cottage Grove Ave & 51st St,May,7,12
member,Dearborn St & Erie St,May,7,12
member,Fairbanks Ct & Grand Ave,May,4,11
